Order ID,Product,Quantity Ordered,Price_Each,Order Date,Purchase Address
155583,Apple Airpods Headphones,1,$150.00 ,2/27/2019,"439 5th St, Austin, TX 73301"
155584,USB-C Charging Cable,1,$11.95 ,2/19/2019,"242 Ridge St, New York City, NY 10001"
155585,Bose SoundSport Headphones,1,$99.99 ,2/22/2019,"643 Johnson St, Atlanta, GA 30301"
155586,Wired Headphones,1,$11.99 ,2/25/2019,"807 Jefferson St, New York City, NY 10001"
155587,Flatscreen TV,1,$300.00 ,2/26/2019,"172 West St, Atlanta, GA 30301"
155588,Lightning Charging Cable,1,$14.95 ,2/11/2019,"896 Lakeview St, New York City, NY 10001"
155589,USB-C Charging Cable,1,$11.95 ,2/15/2019,"173 9th St, San Francisco, CA 94016"
155590,Bose SoundSport Headphones,1,$99.99 ,2/15/2019,"695 Park St, Boston, MA 02215"
155591,Wired Headphones,1,$11.99 ,2/25/2019,"150 Hill St, San Francisco, CA 94016"
155592,USB-C Charging Cable,1,$11.95 ,2/2/2019,"275 4th St, Seattle, WA 98101"
155593,Lightning Charging Cable,1,$14.95 ,2/25/2019,"626 Cedar St, Los Angeles, CA 90001"
155594,AA Batteries (4-pack),3,$3.84 ,2/23/2019,"437 West St, Atlanta, GA 30301"
155595,AAA Batteries (4-pack),1,$2.99 ,2/27/2019,"660 13th St, Dallas, TX 75001"
155596,Apple Airpods Headphones,1,$150.00 ,2/23/2019,"344 Washington St, San Francisco, CA 94016"
155597,Lightning Charging Cable,1,$14.95 ,2/2/2019,"574 Center St, Dallas, TX 75001"
155598,27in FHD Monitor,1,$149.99 ,2/10/2019,"22 Center St, New York City, NY 10001"
155599,AAA Batteries (4-pack),1,$2.99 ,2/2/2019,"437 Maple St, Los Angeles, CA 90001"
155600,Lightning Charging Cable,1,$14.95 ,2/23/2019,"734 Meadow St, Los Angeles, CA 90001"
155601,27in FHD Monitor,1,$149.99 ,2/21/2019,"394 Meadow St, Dallas, TX 75001"
155602,Bose SoundSport Headphones,1,$99.99 ,2/26/2019,"186 Cedar St, New York City, NY 10001"
155603,Wired Headphones,1,$11.99 ,2/9/2019,"45 8th St, Los Angeles, CA 90001"
155604,AAA Batteries (4-pack),2,$2.99 ,2/13/2019,"470 River St, New York City, NY 10001"
155605,Apple Airpods Headphones,1,$150.00 ,2/16/2019,"791 Ridge St, Atlanta, GA 30301"
155606,Lightning Charging Cable,1,$14.95 ,2/28/2019,"229 6th St, San Francisco, CA 94016"
155607,Wired Headphones,1,$11.99 ,2/12/2019,"913 7th St, San Francisco, CA 94016"
155608,USB-C Charging Cable,2,$11.95 ,2/8/2019,"207 Washington St, Boston, MA 02215"
155609,Wired Headphones,1,$11.99 ,2/20/2019,"885 Church St, New York City, NY 10001"
155610,Lightning Charging Cable,1,$14.95 ,2/18/2019,"829 Chestnut St, New York City, NY 10001"
155611,AA Batteries (4-pack),1,$3.84 ,2/23/2019,"444 Spruce St, Dallas, TX 75001"
155612,USB-C Charging Cable,1,$11.95 ,2/6/2019,"329 Wilson St, Los Angeles, CA 90001"
155613,Macbook Pro Laptop,1,"$1,700.00 ",2/20/2019,"912 14th St, Los Angeles, CA 90001"
155614,34in Ultrawide Monitor,1,$379.99 ,2/17/2019,"378 1st St, San Francisco, CA 94016"
155615,iPhone,1,$700.00 ,2/10/2019,"802 Hickory St, San Francisco, CA 94016"
155616,Wired Headphones,1,$11.99 ,2/23/2019,"819 Cherry St, Boston, MA 02215"
155617,Flatscreen TV,1,$300.00 ,2/26/2019,"674 8th St, Austin, TX 73301"
155618,iPhone,1,$700.00 ,2/13/2019,"363 Wilson St, Seattle, WA 98101"
155618,Lightning Charging Cable,1,$14.95 ,2/13/2019,"363 Wilson St, Seattle, WA 98101"
155619,Bose SoundSport Headphones,1,$99.99 ,2/11/2019,"508 Main St, San Francisco, CA 94016"
155620,AAA Batteries (4-pack),2,$2.99 ,2/28/2019,"661 Jefferson St, San Francisco, CA 94016"
155621,27in 4K Gaming Monitor,1,$389.99 ,2/23/2019,"143 West St, San Francisco, CA 94016"
155622,USB-C Charging Cable,1,$11.95 ,2/23/2019,"603 Highland St, New York City, NY 10001"
155623,LG Dryer,1,$600.00 ,2/13/2019,"929 Washington St, San Francisco, CA 94016"
155624,Apple Airpods Headphones,1,$150.00 ,2/5/2019,"854 West St, San Francisco, CA 94016"
155625,Apple Airpods Headphones,1,$150.00 ,2/24/2019,"360 10th St, Portland, OR 97035"
155626,iPhone,1,$700.00 ,2/24/2019,"288 12th St, Seattle, WA 98101"
155627,Flatscreen TV,1,$300.00 ,2/8/2019,"608 1st St, Boston, MA 02215"
155628,iPhone,1,$700.00 ,2/10/2019,"160 River St, San Francisco, CA 94016"
155628,Lightning Charging Cable,1,$14.95 ,2/10/2019,"160 River St, San Francisco, CA 94016"
155629,USB-C Charging Cable,1,$11.95 ,2/22/2019,"123 14th St, San Francisco, CA 94016"
155630,LG Washing Machine,1,$600.00 ,2/5/2019,"827 Center St, San Francisco, CA 94016"
155631,Lightning Charging Cable,1,$14.95 ,2/3/2019,"592 Elm St, New York City, NY 10001"
155632,Google Phone,1,$600.00 ,2/25/2019,"628 Hickory St, Atlanta, GA 30301"
155633,20in Monitor,1,$109.99 ,2/18/2019,"698 Cherry St, Los Angeles, CA 90001"
155634,Flatscreen TV,1,$300.00 ,2/24/2019,"952 South St, Boston, MA 02215"
155635,Lightning Charging Cable,1,$14.95 ,2/11/2019,"280 5th St, San Francisco, CA 94016"
155636,ThinkPad Laptop,1,$999.99 ,2/21/2019,"438 Church St, Los Angeles, CA 90001"
155637,Apple Airpods Headphones,1,$150.00 ,2/7/2019,"284 Forest St, Seattle, WA 98101"
155638,USB-C Charging Cable,2,$11.95 ,2/9/2019,"608 Madison St, San Francisco, CA 94016"
155639,34in Ultrawide Monitor,1,$379.99 ,2/5/2019,"995 Main St, Atlanta, GA 30301"
155640,Apple Airpods Headphones,1,$150.00 ,2/12/2019,"543 Meadow St, Atlanta, GA 30301"
155641,USB-C Charging Cable,1,$11.95 ,2/14/2019,"371 13th St, Los Angeles, CA 90001"
155642,USB-C Charging Cable,1,$11.95 ,2/14/2019,"687 12th St, Atlanta, GA 30301"
155643,Google Phone,1,$600.00 ,2/18/2019,"336 Jackson St, San Francisco, CA 94016"
155644,USB-C Charging Cable,1,$11.95 ,2/18/2019,"405 Wilson St, Atlanta, GA 30301"
155645,20in Monitor,1,$109.99 ,2/2/2019,"233 Lakeview St, Seattle, WA 98101"
155646,USB-C Charging Cable,1,$11.95 ,2/21/2019,"690 Pine St, Los Angeles, CA 90001"
155647,Apple Airpods Headphones,1,$150.00 ,2/13/2019,"11 Willow St, Boston, MA 02215"
155648,20in Monitor,1,$109.99 ,2/22/2019,"725 10th St, Los Angeles, CA 90001"
155649,27in FHD Monitor,1,$149.99 ,2/24/2019,"449 Forest St, Los Angeles, CA 90001"
155650,AAA Batteries (4-pack),1,$2.99 ,2/19/2019,"763 10th St, Austin, TX 73301"
155651,Apple Airpods Headphones,1,$150.00 ,2/10/2019,"766 Hickory St, Atlanta, GA 30301"
155652,Macbook Pro Laptop,1,"$1,700.00 ",2/18/2019,"999 Highland St, San Francisco, CA 94016"
155653,Lightning Charging Cable,1,$14.95 ,2/15/2019,"260 6th St, San Francisco, CA 94016"
155654,AA Batteries (4-pack),1,$3.84 ,2/24/2019,"457 Elm St, Portland, OR 97035"
155655,USB-C Charging Cable,1,$11.95 ,2/15/2019,"701 Sunset St, Atlanta, GA 30301"
155656,AAA Batteries (4-pack),1,$2.99 ,2/10/2019,"403 7th St, San Francisco, CA 94016"
155657,AAA Batteries (4-pack),1,$2.99 ,2/13/2019,"708 Hill St, New York City, NY 10001"
155658,AAA Batteries (4-pack),2,$2.99 ,2/8/2019,"819 Pine St, Portland, OR 97035"
155659,Macbook Pro Laptop,1,"$1,700.00 ",2/5/2019,"368 Pine St, Portland, OR 97035"
155660,Bose SoundSport Headphones,1,$99.99 ,2/23/2019,"133 Ridge St, Boston, MA 02215"
155661,AA Batteries (4-pack),1,$3.84 ,2/27/2019,"514 North St, San Francisco, CA 94016"
155662,34in Ultrawide Monitor,1,$379.99 ,2/7/2019,"90 Park St, New York City, NY 10001"
155663,Flatscreen TV,1,$300.00 ,2/20/2019,"982 1st St, Dallas, TX 75001"
155664,Bose SoundSport Headphones,1,$99.99 ,2/13/2019,"267 1st St, San Francisco, CA 94016"
155664,27in 4K Gaming Monitor,1,$389.99 ,2/13/2019,"267 1st St, San Francisco, CA 94016"
155665,Lightning Charging Cable,1,$14.95 ,2/12/2019,"166 Lakeview St, Dallas, TX 75001"
155666,USB-C Charging Cable,1,$11.95 ,2/19/2019,"298 Jackson St, New York City, NY 10001"
155667,Wired Headphones,1,$11.99 ,2/19/2019,"656 Pine St, San Francisco, CA 94016"
155668,34in Ultrawide Monitor,1,$379.99 ,2/16/2019,"570 Sunset St, San Francisco, CA 94016"
155669,Bose SoundSport Headphones,1,$99.99 ,2/21/2019,"712 7th St, San Francisco, CA 94016"
155670,USB-C Charging Cable,1,$11.95 ,2/22/2019,"150 Cedar St, Seattle, WA 98101"
155671,27in FHD Monitor,1,$149.99 ,2/14/2019,"975 Highland St, Dallas, TX 75001"
155672,Bose SoundSport Headphones,1,$99.99 ,2/21/2019,"976 Chestnut St, Austin, TX 73301"
155673,27in FHD Monitor,1,$149.99 ,2/9/2019,"687 5th St, Seattle, WA 98101"
155674,27in FHD Monitor,1,$149.99 ,2/19/2019,"312 Spruce St, Boston, MA 02215"
155674,AAA Batteries (4-pack),1,$2.99 ,2/19/2019,"312 Spruce St, Boston, MA 02215"
155675,AAA Batteries (4-pack),1,$2.99 ,2/23/2019,"492 Dogwood St, Portland, OR 97035"
155676,Wired Headphones,1,$11.99 ,2/6/2019,"805 12th St, Austin, TX 73301"
155677,Lightning Charging Cable,1,$14.95 ,2/24/2019,"898 Chestnut St, Seattle, WA 98101"
155678,Bose SoundSport Headphones,1,$99.99 ,2/24/2019,"156 River St, Seattle, WA 98101"
155679,27in FHD Monitor,1,$149.99 ,2/7/2019,"443 North St, Atlanta, GA 30301"
155680,20in Monitor,1,$109.99 ,2/18/2019,"582 Meadow St, New York City, NY 10001"
155681,Apple Airpods Headphones,1,$150.00 ,2/2/2019,"27 South St, San Francisco, CA 94016"
155682,USB-C Charging Cable,1,$11.95 ,2/8/2019,"914 Highland St, New York City, NY 10001"
155683,Bose SoundSport Headphones,1,$99.99 ,2/19/2019,"859 Jefferson St, San Francisco, CA 94016"
155684,AAA Batteries (4-pack),1,$2.99 ,2/5/2019,"275 Cedar St, Atlanta, GA 30301"
155685,AA Batteries (4-pack),3,$3.84 ,2/22/2019,"420 Sunset St, San Francisco, CA 94016"
155686,Wired Headphones,1,$11.99 ,2/2/2019,"838 Johnson St, Atlanta, GA 30301"
155687,Wired Headphones,1,$11.99 ,2/10/2019,"152 South St, Los Angeles, CA 90001"
155688,AA Batteries (4-pack),1,$3.84 ,2/21/2019,"993 Hill St, Austin, TX 73301"
155689,Apple Airpods Headphones,1,$150.00 ,2/12/2019,"802 River St, San Francisco, CA 94016"
155690,AA Batteries (4-pack),1,$3.84 ,2/10/2019,"982 Church St, San Francisco, CA 94016"
155691,Macbook Pro Laptop,1,"$1,700.00 ",2/24/2019,"666 Jefferson St, New York City, NY 10001"
155692,AAA Batteries (4-pack),2,$2.99 ,2/19/2019,"114 7th St, Portland, ME 04101"
155693,Apple Airpods Headphones,1,$150.00 ,2/11/2019,"163 Cedar St, San Francisco, CA 94016"
155694,27in FHD Monitor,1,$149.99 ,2/3/2019,"449 Madison St, New York City, NY 10001"
155695,ThinkPad Laptop,1,$999.99 ,2/10/2019,"432 West St, Atlanta, GA 30301"
155696,iPhone,1,$700.00 ,2/28/2019,"340 1st St, Seattle, WA 98101"
155697,AA Batteries (4-pack),1,$3.84 ,2/13/2019,"961 Spruce St, Boston, MA 02215"
155697,AA Batteries (4-pack),1,$3.84 ,2/13/2019,"961 Spruce St, Boston, MA 02215"
155698,iPhone,1,$700.00 ,2/15/2019,"683 Adams St, Los Angeles, CA 90001"
155699,27in 4K Gaming Monitor,1,$389.99 ,2/28/2019,"880 Cherry St, Boston, MA 02215"
155700,USB-C Charging Cable,2,$11.95 ,2/1/2019,"696 Sunset St, San Francisco, CA 94016"
155701,27in 4K Gaming Monitor,1,$389.99 ,2/22/2019,"304 Sunset St, New York City, NY 10001"
155702,Wired Headphones,1,$11.99 ,2/13/2019,"946 12th St, Dallas, TX 75001"
155703,Macbook Pro Laptop,1,"$1,700.00 ",2/17/2019,"381 2nd St, Atlanta, GA 30301"
155704,Wired Headphones,1,$11.99 ,2/17/2019,"422 Adams St, San Francisco, CA 94016"
155705,27in 4K Gaming Monitor,1,$389.99 ,2/17/2019,"838 7th St, San Francisco, CA 94016"
155706,iPhone,1,$700.00 ,2/13/2019,"953 River St, New York City, NY 10001"
155706,Wired Headphones,1,$11.99 ,2/13/2019,"953 River St, New York City, NY 10001"
155707,AA Batteries (4-pack),1,$3.84 ,2/15/2019,"717 Adams St, New York City, NY 10001"
155708,iPhone,1,$700.00 ,2/11/2019,"157 1st St, San Francisco, CA 94016"
155709,Apple Airpods Headphones,1,$150.00 ,2/21/2019,"768 Willow St, Seattle, WA 98101"
155710,AA Batteries (4-pack),1,$3.84 ,2/18/2019,"45 Jefferson St, San Francisco, CA 94016"
155711,Vareebadd Phone,1,$400.00 ,2/11/2019,"372 Willow St, Los Angeles, CA 90001"
155711,USB-C Charging Cable,1,$11.95 ,2/11/2019,"372 Willow St, Los Angeles, CA 90001"
155712,27in 4K Gaming Monitor,1,$389.99 ,2/4/2019,"467 Jackson St, Portland, OR 97035"
155713,iPhone,1,$700.00 ,2/18/2019,"826 Wilson St, San Francisco, CA 94016"
155714,Wired Headphones,1,$11.99 ,2/17/2019,"106 14th St, San Francisco, CA 94016"
155715,Lightning Charging Cable,1,$14.95 ,2/15/2019,"163 Sunset St, New York City, NY 10001"
155716,Lightning Charging Cable,1,$14.95 ,2/17/2019,"628 Hickory St, Seattle, WA 98101"
155717,AA Batteries (4-pack),2,$3.84 ,2/28/2019,"134 North St, San Francisco, CA 94016"
155718,AAA Batteries (4-pack),1,$2.99 ,2/4/2019,"836 Hickory St, Seattle, WA 98101"
155719,34in Ultrawide Monitor,1,$379.99 ,2/19/2019,"338 5th St, New York City, NY 10001"
155720,Apple Airpods Headphones,1,$150.00 ,2/22/2019,"678 Johnson St, Atlanta, GA 30301"
155721,Google Phone,1,$600.00 ,2/13/2019,"820 Adams St, San Francisco, CA 94016"
155722,Apple Airpods Headphones,1,$150.00 ,2/25/2019,"520 Wilson St, San Francisco, CA 94016"
155723,Lightning Charging Cable,1,$14.95 ,2/3/2019,"585 6th St, Boston, MA 02215"
155724,AAA Batteries (4-pack),2,$2.99 ,2/14/2019,"34 Lincoln St, Portland, OR 97035"
155725,Apple Airpods Headphones,1,$150.00 ,2/18/2019,"982 Hickory St, San Francisco, CA 94016"
155726,Apple Airpods Headphones,1,$150.00 ,2/18/2019,"621 1st St, New York City, NY 10001"
155727,AA Batteries (4-pack),1,$3.84 ,2/11/2019,"776 10th St, New York City, NY 10001"
155728,iPhone,1,$700.00 ,2/13/2019,"206 Adams St, New York City, NY 10001"
155729,ThinkPad Laptop,1,$999.99 ,2/16/2019,"629 Adams St, New York City, NY 10001"
155730,Apple Airpods Headphones,1,$150.00 ,2/17/2019,"348 Pine St, Boston, MA 02215"
155731,AAA Batteries (4-pack),2,$2.99 ,2/16/2019,"992 13th St, New York City, NY 10001"
155732,USB-C Charging Cable,1,$11.95 ,2/6/2019,"145 7th St, Seattle, WA 98101"
155733,27in FHD Monitor,1,$149.99 ,2/23/2019,"2 Hill St, San Francisco, CA 94016"
155734,Macbook Pro Laptop,1,"$1,700.00 ",2/16/2019,"400 Hill St, Dallas, TX 75001"
155735,AA Batteries (4-pack),2,$3.84 ,2/28/2019,"969 9th St, Los Angeles, CA 90001"
155736,Lightning Charging Cable,1,$14.95 ,2/10/2019,"475 5th St, San Francisco, CA 94016"
155737,Apple Airpods Headphones,1,$150.00 ,2/3/2019,"555 Park St, San Francisco, CA 94016"
155738,AAA Batteries (4-pack),1,$2.99 ,2/5/2019,"320 14th St, Portland, OR 97035"
155739,Wired Headphones,1,$11.99 ,2/9/2019,"888 Madison St, Boston, MA 02215"
155740,27in 4K Gaming Monitor,1,$389.99 ,2/15/2019,"189 Walnut St, Portland, OR 97035"
155741,AA Batteries (4-pack),2,$3.84 ,2/5/2019,"218 12th St, Los Angeles, CA 90001"
155742,Macbook Pro Laptop,1,"$1,700.00 ",2/27/2019,"687 Highland St, Seattle, WA 98101"
155743,Lightning Charging Cable,1,$14.95 ,2/16/2019,"40 Johnson St, Austin, TX 73301"
155744,Wired Headphones,1,$11.99 ,2/24/2019,"316 Hickory St, Los Angeles, CA 90001"
155745,Flatscreen TV,1,$300.00 ,2/23/2019,"738 Dogwood St, San Francisco, CA 94016"
155746,USB-C Charging Cable,1,$11.95 ,2/27/2019,"999 Willow St, Los Angeles, CA 90001"
155747,ThinkPad Laptop,1,$999.99 ,2/27/2019,"198 West St, Los Angeles, CA 90001"
155748,AA Batteries (4-pack),1,$3.84 ,2/16/2019,"832 Adams St, Los Angeles, CA 90001"
155749,AA Batteries (4-pack),1,$3.84 ,2/5/2019,"970 Washington St, Portland, OR 97035"
155750,Wired Headphones,1,$11.99 ,2/28/2019,"714 Washington St, San Francisco, CA 94016"
155751,Wired Headphones,1,$11.99 ,2/6/2019,"887 North St, San Francisco, CA 94016"
155752,Lightning Charging Cable,1,$14.95 ,2/2/2019,"682 Ridge St, Portland, OR 97035"
155753,AAA Batteries (4-pack),3,$2.99 ,2/9/2019,"908 9th St, Seattle, WA 98101"
155754,Lightning Charging Cable,1,$14.95 ,2/20/2019,"29 1st St, Portland, OR 97035"
155755,Apple Airpods Headphones,1,$150.00 ,2/20/2019,"417 Dogwood St, Los Angeles, CA 90001"
155756,Apple Airpods Headphones,1,$150.00 ,2/24/2019,"500 Walnut St, Boston, MA 02215"
155757,USB-C Charging Cable,1,$11.95 ,2/17/2019,"474 11th St, New York City, NY 10001"
155758,Lightning Charging Cable,1,$14.95 ,2/15/2019,"560 Lakeview St, San Francisco, CA 94016"
155759,AA Batteries (4-pack),1,$3.84 ,2/16/2019,"939 1st St, Los Angeles, CA 90001"
155760,Lightning Charging Cable,1,$14.95 ,2/6/2019,"903 Main St, San Francisco, CA 94016"
155761,Wired Headphones,1,$11.99 ,2/13/2019,"746 13th St, New York City, NY 10001"
155762,Vareebadd Phone,1,$400.00 ,2/4/2019,"121 Ridge St, New York City, NY 10001"
155762,USB-C Charging Cable,1,$11.95 ,2/4/2019,"121 Ridge St, New York City, NY 10001"
155763,27in 4K Gaming Monitor,1,$389.99 ,2/17/2019,"881 Walnut St, Los Angeles, CA 90001"
155764,USB-C Charging Cable,1,$11.95 ,2/7/2019,"587 Washington St, New York City, NY 10001"
155765,USB-C Charging Cable,1,$11.95 ,2/18/2019,"546 Lakeview St, New York City, NY 10001"
155766,Vareebadd Phone,1,$400.00 ,2/24/2019,"512 Cherry St, Boston, MA 02215"
155766,Wired Headphones,1,$11.99 ,2/24/2019,"512 Cherry St, Boston, MA 02215"
155767,Bose SoundSport Headphones,1,$99.99 ,2/27/2019,"800 West St, Seattle, WA 98101"
155767,27in 4K Gaming Monitor,1,$389.99 ,2/27/2019,"800 West St, Seattle, WA 98101"
155768,Apple Airpods Headphones,1,$150.00 ,2/28/2019,"701 8th St, Atlanta, GA 30301"
155769,AA Batteries (4-pack),1,$3.84 ,2/13/2019,"822 8th St, San Francisco, CA 94016"
155770,iPhone,1,$700.00 ,2/14/2019,"621 Pine St, San Francisco, CA 94016"
155771,USB-C Charging Cable,1,$11.95 ,2/6/2019,"698 Willow St, Los Angeles, CA 90001"
155772,Wired Headphones,1,$11.99 ,2/14/2019,"974 South St, Seattle, WA 98101"
155773,AA Batteries (4-pack),1,$3.84 ,2/25/2019,"296 5th St, Portland, OR 97035"
155774,USB-C Charging Cable,1,$11.95 ,2/4/2019,"367 6th St, Austin, TX 73301"
155775,AA Batteries (4-pack),1,$3.84 ,2/18/2019,"596 Park St, Los Angeles, CA 90001"
155776,Wired Headphones,1,$11.99 ,2/15/2019,"807 12th St, San Francisco, CA 94016"
155777,27in 4K Gaming Monitor,1,$389.99 ,2/20/2019,"495 Dogwood St, Portland, OR 97035"
155778,AA Batteries (4-pack),1,$3.84 ,2/24/2019,"98 Walnut St, San Francisco, CA 94016"
155779,27in 4K Gaming Monitor,1,$389.99 ,2/28/2019,"937 Park St, Los Angeles, CA 90001"
155780,Vareebadd Phone,1,$400.00 ,2/4/2019,"326 Cherry St, Los Angeles, CA 90001"
155781,Apple Airpods Headphones,1,$150.00 ,2/3/2019,"123 Cherry St, Dallas, TX 75001"
155782,Wired Headphones,1,$11.99 ,2/12/2019,"205 Maple St, Dallas, TX 75001"
155783,Lightning Charging Cable,1,$14.95 ,2/5/2019,"131 Jackson St, San Francisco, CA 94016"
155784,Bose SoundSport Headphones,1,$99.99 ,2/28/2019,"293 8th St, Los Angeles, CA 90001"
155785,AA Batteries (4-pack),1,$3.84 ,2/14/2019,"633 6th St, New York City, NY 10001"
155786,USB-C Charging Cable,1,$11.95 ,2/27/2019,"166 Maple St, Dallas, TX 75001"
155787,Lightning Charging Cable,1,$14.95 ,2/2/2019,"771 Cherry St, Portland, OR 97035"
155788,Macbook Pro Laptop,1,"$1,700.00 ",2/22/2019,"714 10th St, San Francisco, CA 94016"
155789,AA Batteries (4-pack),2,$3.84 ,2/14/2019,"464 2nd St, Los Angeles, CA 90001"
155790,Macbook Pro Laptop,1,"$1,700.00 ",2/15/2019,"9 Jefferson St, Boston, MA 02215"
155791,27in 4K Gaming Monitor,1,$389.99 ,2/8/2019,"630 Lakeview St, Dallas, TX 75001"
155792,AAA Batteries (4-pack),1,$2.99 ,2/26/2019,"587 Cedar St, Los Angeles, CA 90001"
155793,AA Batteries (4-pack),1,$3.84 ,2/5/2019,"89 Madison St, Boston, MA 02215"
155794,AAA Batteries (4-pack),1,$2.99 ,2/4/2019,"545 Lakeview St, New York City, NY 10001"
155795,Wired Headphones,1,$11.99 ,2/27/2019,"519 Highland St, San Francisco, CA 94016"
155796,Google Phone,1,$600.00 ,2/18/2019,"394 10th St, San Francisco, CA 94016"
155797,20in Monitor,1,$109.99 ,2/9/2019,"756 Spruce St, Atlanta, GA 30301"
155798,AA Batteries (4-pack),1,$3.84 ,2/13/2019,"101 Lincoln St, Los Angeles, CA 90001"
155799,AAA Batteries (4-pack),1,$2.99 ,2/5/2019,"608 Church St, San Francisco, CA 94016"
155800,Lightning Charging Cable,1,$14.95 ,2/10/2019,"444 Ridge St, Los Angeles, CA 90001"
155801,34in Ultrawide Monitor,1,$379.99 ,2/23/2019,"318 6th St, San Francisco, CA 94016"
155802,Apple Airpods Headphones,1,$150.00 ,2/27/2019,"538 River St, Los Angeles, CA 90001"
155803,AA Batteries (4-pack),1,$3.84 ,2/21/2019,"76 Pine St, Atlanta, GA 30301"
155804,AA Batteries (4-pack),1,$3.84 ,2/25/2019,"894 Hill St, Seattle, WA 98101"
155805,Google Phone,1,$600.00 ,2/1/2019,"729 Johnson St, New York City, NY 10001"
155805,USB-C Charging Cable,1,$11.95 ,2/1/2019,"729 Johnson St, New York City, NY 10001"
155806,Bose SoundSport Headphones,1,$99.99 ,2/21/2019,"538 4th St, Boston, MA 02215"
155807,Lightning Charging Cable,1,$14.95 ,2/10/2019,"994 6th St, Atlanta, GA 30301"
155808,20in Monitor,1,$109.99 ,2/28/2019,"920 Cedar St, Portland, OR 97035"
155809,USB-C Charging Cable,1,$11.95 ,2/5/2019,"968 Jefferson St, San Francisco, CA 94016"
155810,34in Ultrawide Monitor,1,$379.99 ,2/19/2019,"491 Lakeview St, Seattle, WA 98101"
155811,Flatscreen TV,1,$300.00 ,2/15/2019,"503 Pine St, New York City, NY 10001"
155812,Flatscreen TV,1,$300.00 ,2/6/2019,"824 Meadow St, San Francisco, CA 94016"
155813,Wired Headphones,1,$11.99 ,2/14/2019,"742 Washington St, San Francisco, CA 94016"
155814,Lightning Charging Cable,1,$14.95 ,2/3/2019,"383 Madison St, San Francisco, CA 94016"
155815,ThinkPad Laptop,1,$999.99 ,2/28/2019,"468 North St, San Francisco, CA 94016"
155816,27in FHD Monitor,1,$149.99 ,2/6/2019,"747 Dogwood St, Austin, TX 73301"
155817,USB-C Charging Cable,1,$11.95 ,2/8/2019,"917 Elm St, San Francisco, CA 94016"
155818,AA Batteries (4-pack),1,$3.84 ,2/18/2019,"955 6th St, Portland, ME 04101"
155819,Flatscreen TV,1,$300.00 ,2/20/2019,"339 Walnut St, San Francisco, CA 94016"
155820,AAA Batteries (4-pack),4,$2.99 ,2/13/2019,"536 Sunset St, San Francisco, CA 94016"
155821,Bose SoundSport Headphones,1,$99.99 ,2/3/2019,"524 Hickory St, Boston, MA 02215"
155822,Lightning Charging Cable,1,$14.95 ,2/12/2019,"286 Lincoln St, Los Angeles, CA 90001"
155823,USB-C Charging Cable,1,$11.95 ,2/13/2019,"440 Park St, Los Angeles, CA 90001"
155824,27in 4K Gaming Monitor,1,$389.99 ,2/13/2019,"933 Park St, San Francisco, CA 94016"
155825,AAA Batteries (4-pack),1,$2.99 ,2/17/2019,"633 7th St, New York City, NY 10001"
155826,USB-C Charging Cable,1,$11.95 ,2/7/2019,"506 9th St, New York City, NY 10001"
155827,AA Batteries (4-pack),1,$3.84 ,2/22/2019,"786 Chestnut St, Dallas, TX 75001"
155828,Google Phone,1,$600.00 ,2/15/2019,"662 Cherry St, New York City, NY 10001"
155828,Wired Headphones,1,$11.99 ,2/15/2019,"662 Cherry St, New York City, NY 10001"
155829,AAA Batteries (4-pack),1,$2.99 ,2/10/2019,"622 Spruce St, Los Angeles, CA 90001"
155830,Apple Airpods Headphones,1,$150.00 ,2/26/2019,"455 Jefferson St, New York City, NY 10001"
155831,Apple Airpods Headphones,1,$150.00 ,2/18/2019,"60 Hickory St, San Francisco, CA 94016"
155832,Apple Airpods Headphones,1,$150.00 ,2/8/2019,"700 Walnut St, Los Angeles, CA 90001"
155833,AAA Batteries (4-pack),2,$2.99 ,2/6/2019,"211 5th St, San Francisco, CA 94016"
155834,Apple Airpods Headphones,1,$150.00 ,2/9/2019,"981 Ridge St, San Francisco, CA 94016"
155835,Lightning Charging Cable,1,$14.95 ,2/4/2019,"780 14th St, New York City, NY 10001"
155836,Lightning Charging Cable,1,$14.95 ,2/26/2019,"943 Madison St, Dallas, TX 75001"
155837,AA Batteries (4-pack),1,$3.84 ,2/6/2019,"655 Johnson St, Dallas, TX 75001"
155838,USB-C Charging Cable,1,$11.95 ,2/15/2019,"97 Park St, Portland, OR 97035"
155839,AAA Batteries (4-pack),1,$2.99 ,2/5/2019,"629 1st St, New York City, NY 10001"
155840,AAA Batteries (4-pack),1,$2.99 ,2/23/2019,"791 10th St, San Francisco, CA 94016"
155841,Lightning Charging Cable,1,$14.95 ,2/23/2019,"240 13th St, Atlanta, GA 30301"
155842,27in FHD Monitor,1,$149.99 ,2/25/2019,"729 Hickory St, Portland, OR 97035"
155843,USB-C Charging Cable,2,$11.95 ,2/26/2019,"667 Dogwood St, Dallas, TX 75001"
155844,Apple Airpods Headphones,1,$150.00 ,2/5/2019,"262 12th St, Atlanta, GA 30301"
155845,USB-C Charging Cable,1,$11.95 ,2/24/2019,"646 5th St, Seattle, WA 98101"
155846,Wired Headphones,1,$11.99 ,2/5/2019,"509 Jackson St, Seattle, WA 98101"
155847,AAA Batteries (4-pack),1,$2.99 ,2/14/2019,"440 9th St, Austin, TX 73301"
155848,Google Phone,1,$600.00 ,2/12/2019,"466 1st St, New York City, NY 10001"
