Order_ID,Product,Quantity_Ordered, Price_Each ,Order_Date,Purchase_Address
254317,Google Phone,1, $600.00 ,9/19/2029,"679 8th St, Austin, TX 73301"
254318,Apple Airpods Headphones,1, $150.00 ,9/19/2023,"261 4th St, Portland, OR 97035"
254319,Flatscreen TV,1, $300.00 ,9/19/2011,"49 Meadow St, Seattle, WA 98101"
254320,AAA Batteries (4-pack),1, $2.99 ,9/19/2017,"464 8th St, San Francisco, CA 94016"
254321,27in FHD Monitor,1, $149.99 ,9/19/2017,"974 Dogwood St, San Francisco, CA 94016"
254322,34in Ultrawide Monitor,1, $379.99 ,9/19/2022,"526 5th St, Seattle, WA 98101"
254323,ThinkPad Laptop,1, $999.99 ,9/19/2010,"444 Ridge St, San Francisco, CA 94016"
254324,AA Batteries (4-pack),1, $3.84 ,9/19/2006,"66 Elm St, New York City, NY 10001"
254325,USB-C Charging Cable,1, $11.95 ,9/19/2005,"172 11th St, Dallas, TX 75001"
254326,Lightning Charging Cable,1, $14.95 ,9/19/2023,"134 8th St, Portland, ME 04101"
254327,Wired Headphones,1, $11.99 ,9/19/2025,"415 10th St, Austin, TX 73301"
254328,27in 4K Gaming Monitor,1, $389.99 ,9/19/2021,"841 Johnson St, Boston, MA 02215"
254329,Wired Headphones,1, $11.99 ,9/19/2013,"396 Church St, San Francisco, CA 94016"
254330,USB-C Charging Cable,1, $11.95 ,9/19/2028,"487 Hill St, Portland, OR 97035"
254331,34in Ultrawide Monitor,1, $379.99 ,9/19/2022,"591 Johnson St, Dallas, TX 75001"
254332,Wired Headphones,1, $11.99 ,9/19/2010,"284 Forest St, Austin, TX 73301"
254333,Lightning Charging Cable,1, $14.95 ,9/19/2011,"929 Sunset St, Austin, TX 73301"
254334,27in FHD Monitor,1, $149.99 ,9/19/2001,"569 South St, Dallas, TX 75001"
254335,USB-C Charging Cable,1, $11.95 ,9/19/2015,"533 Chestnut St, San Francisco, CA 94016"
254336,USB-C Charging Cable,1, $11.95 ,9/19/2023,"69 11th St, San Francisco, CA 94016"
254337,AAA Batteries (4-pack),1, $2.99 ,9/19/2011,"577 River St, San Francisco, CA 94016"
254338,AA Batteries (4-pack),2, $3.84 ,9/19/2014,"442 Sunset St, Dallas, TX 75001"
254339,AA Batteries (4-pack),1, $3.84 ,9/19/2025,"426 4th St, Boston, MA 02215"
254340,Flatscreen TV,1, $300.00 ,9/19/2001,"347 Hill St, Portland, ME 04101"
254341,20in Monitor,1, $109.99 ,9/19/2011,"821 5th St, Los Angeles, CA 90001"
254342,Bose SoundSport Headphones,1, $99.99 ,9/19/2028,"576 Sunset St, San Francisco, CA 94016"
254343,AA Batteries (4-pack),1, $3.84 ,9/19/2008,"260 River St, New York City, NY 10001"
254344,AA Batteries (4-pack),1, $3.84 ,9/19/2027,"705 Main St, Boston, MA 02215"
254345,Lightning Charging Cable,1, $14.95 ,9/19/2011,"311 Sunset St, Atlanta, GA 30301"
254346,AAA Batteries (4-pack),1, $2.99 ,9/19/2028,"83 North St, Boston, MA 02215"
254347,Wired Headphones,1, $11.99 ,9/19/2025,"690 Maple St, New York City, NY 10001"
254348,27in 4K Gaming Monitor,1, $389.99 ,9/19/2024,"368 Walnut St, Atlanta, GA 30301"
254348,Apple Airpods Headphones,1, $150.00 ,9/19/2024,"368 Walnut St, Atlanta, GA 30301"
254349,34in Ultrawide Monitor,1, $379.99 ,9/19/2007,"26 West St, Austin, TX 73301"
254350,Wired Headphones,2, $11.99 ,9/19/2021,"943 Lakeview St, San Francisco, CA 94016"
254351,Wired Headphones,1, $11.99 ,9/19/2020,"595 Lakeview St, Boston, MA 02215"
254352,Apple Airpods Headphones,1, $150.00 ,9/19/2016,"854 Wilson St, New York City, NY 10001"
254353,34in Ultrawide Monitor,1, $379.99 ,9/19/2015,"269 Spruce St, Seattle, WA 98101"
254354,34in Ultrawide Monitor,1, $379.99 ,9/19/2012,"250 4th St, Boston, MA 02215"
254355,USB-C Charging Cable,2, $11.95 ,9/19/2027,"372 Sunset St, Dallas, TX 75001"
254356,Apple Airpods Headphones,1, $150.00 ,9/19/2023,"400 Highland St, Austin, TX 73301"
254357,USB-C Charging Cable,1, $11.95 ,9/19/2013,"303 Park St, San Francisco, CA 94016"
254358,AAA Batteries (4-pack),1, $2.99 ,9/19/2007,"754 River St, San Francisco, CA 94016"
254359,USB-C Charging Cable,1, $11.95 ,9/19/2002,"818 Ridge St, San Francisco, CA 94016"
254360,AAA Batteries (4-pack),3, $2.99 ,9/19/2002,"962 10th St, Boston, MA 02215"
254361,20in Monitor,1, $109.99 ,9/19/2021,"668 Main St, San Francisco, CA 94016"
254361,USB-C Charging Cable,1, $11.95 ,9/19/2021,"668 Main St, San Francisco, CA 94016"
254362,Bose SoundSport Headphones,1, $99.99 ,9/19/2025,"847 Cherry St, Los Angeles, CA 90001"
254363,Apple Airpods Headphones,1, $150.00 ,9/19/2012,"694 Madison St, Austin, TX 73301"
254364,AA Batteries (4-pack),2, $3.84 ,9/19/2011,"58 Sunset St, Los Angeles, CA 90001"
254365,27in FHD Monitor,1, $149.99 ,9/19/2025,"819 Willow St, Los Angeles, CA 90001"
254366,USB-C Charging Cable,1, $11.95 ,9/19/2019,"332 12th St, San Francisco, CA 94016"
254367,27in FHD Monitor,1, $149.99 ,9/19/2030,"397 Church St, San Francisco, CA 94016"
254368,Bose SoundSport Headphones,1, $99.99 ,9/19/2023,"971 4th St, Seattle, WA 98101"
254369,AAA Batteries (4-pack),1, $2.99 ,9/19/2017,"823 Hill St, New York City, NY 10001"
254370,AAA Batteries (4-pack),1, $2.99 ,9/19/2014,"285 Willow St, Dallas, TX 75001"
254371,Vareebadd Phone,1, $400.00 ,9/19/2004,"655 Walnut St, San Francisco, CA 94016"
254371,Wired Headphones,1, $11.99 ,9/19/2004,"655 Walnut St, San Francisco, CA 94016"
254372,27in 4K Gaming Monitor,1, $389.99 ,9/19/2010,"698 Center St, Los Angeles, CA 90001"
254373,Wired Headphones,1, $11.99 ,9/19/2014,"813 Wilson St, Los Angeles, CA 90001"
254374,Flatscreen TV,1, $300.00 ,9/19/2006,"348 4th St, San Francisco, CA 94016"
254375,AAA Batteries (4-pack),1, $2.99 ,9/19/2026,"488 Meadow St, San Francisco, CA 94016"
254376,iPhone,1, $700.00 ,9/19/2024,"484 10th St, Los Angeles, CA 90001"
254377,AAA Batteries (4-pack),1, $2.99 ,9/19/2030,"90 11th St, Los Angeles, CA 90001"
254378,Bose SoundSport Headphones,1, $99.99 ,9/19/2009,"358 Spruce St, Atlanta, GA 30301"
254379,Lightning Charging Cable,1, $14.95 ,9/19/2022,"303 1st St, New York City, NY 10001"
254380,Flatscreen TV,1, $300.00 ,9/19/2001,"40 Ridge St, San Francisco, CA 94016"
254381,Flatscreen TV,1, $300.00 ,9/19/2017,"209 10th St, Boston, MA 02215"
254382,Apple Airpods Headphones,1, $150.00 ,9/19/2015,"689 Spruce St, Los Angeles, CA 90001"
254383,27in FHD Monitor,1, $149.99 ,9/19/2030,"914 Pine St, Boston, MA 02215"
254384,20in Monitor,1, $109.99 ,9/19/2025,"316 Cherry St, Los Angeles, CA 90001"
254385,Google Phone,1, $600.00 ,9/19/2018,"163 Wilson St, New York City, NY 10001"
254386,20in Monitor,1, $109.99 ,9/19/2013,"956 Sunset St, Seattle, WA 98101"
254386,Lightning Charging Cable,1, $14.95 ,9/19/2013,"956 Sunset St, Seattle, WA 98101"
254387,AAA Batteries (4-pack),1, $2.99 ,9/19/2009,"156 1st St, New York City, NY 10001"
254388,ThinkPad Laptop,1, $999.99 ,9/19/2023,"202 Willow St, Boston, MA 02215"
254389,27in FHD Monitor,1, $149.99 ,9/19/2016,"424 Jackson St, San Francisco, CA 94016"
254390,Lightning Charging Cable,1, $14.95 ,9/19/2010,"66 7th St, San Francisco, CA 94016"
254391,AAA Batteries (4-pack),1, $2.99 ,9/19/2020,"724 Ridge St, San Francisco, CA 94016"
254392,20in Monitor,1, $109.99 ,9/19/2004,"840 6th St, Seattle, WA 98101"
254393,Google Phone,1, $600.00 ,9/19/2014,"775 River St, San Francisco, CA 94016"
254394,Lightning Charging Cable,1, $14.95 ,9/19/2014,"500 Hickory St, Seattle, WA 98101"
254395,AAA Batteries (4-pack),2, $2.99 ,9/19/2027,"852 Forest St, Boston, MA 02215"
254396,Wired Headphones,2, $11.99 ,9/19/2027,"696 Meadow St, Los Angeles, CA 90001"
254397,AA Batteries (4-pack),1, $3.84 ,9/19/2001,"243 Hill St, Los Angeles, CA 90001"
254398,AA Batteries (4-pack),1, $3.84 ,9/19/2023,"959 Walnut St, Boston, MA 02215"
254399,Lightning Charging Cable,1, $14.95 ,9/19/2021,"325 4th St, San Francisco, CA 94016"
254400,AAA Batteries (4-pack),3, $2.99 ,9/19/2008,"610 Meadow St, Boston, MA 02215"
254401,27in 4K Gaming Monitor,1, $389.99 ,9/19/2020,"738 North St, New York City, NY 10001"
254402,Macbook Pro Laptop,1," $1,700.00 ",9/19/2014,"584 Elm St, New York City, NY 10001"
254403,Lightning Charging Cable,1, $14.95 ,9/19/2021,"853 Spruce St, Boston, MA 02215"
254404,Bose SoundSport Headphones,1, $99.99 ,9/19/2018,"248 13th St, San Francisco, CA 94016"
254405,Apple Airpods Headphones,1, $150.00 ,9/19/2025,"419 Wilson St, Los Angeles, CA 90001"
254406,Apple Airpods Headphones,1, $150.00 ,9/19/2025,"541 12th St, San Francisco, CA 94016"
254407,34in Ultrawide Monitor,1, $379.99 ,9/19/2019,"468 Wilson St, Los Angeles, CA 90001"
254408,34in Ultrawide Monitor,1, $379.99 ,9/19/2005,"88 Willow St, San Francisco, CA 94016"
254409,USB-C Charging Cable,1, $11.95 ,9/19/2021,"528 Hickory St, San Francisco, CA 94016"
254410,AAA Batteries (4-pack),1, $2.99 ,9/19/2016,"708 13th St, New York City, NY 10001"
254411,34in Ultrawide Monitor,1, $379.99 ,9/19/2005,"602 12th St, Dallas, TX 75001"
254412,Lightning Charging Cable,2, $14.95 ,9/19/2007,"791 Cedar St, Atlanta, GA 30301"
254413,Lightning Charging Cable,1, $14.95 ,9/19/2007,"438 Church St, Boston, MA 02215"
254414,AA Batteries (4-pack),1, $3.84 ,9/19/2029,"235 4th St, New York City, NY 10001"
254415,ThinkPad Laptop,1, $999.99 ,9/19/2020,"999 Washington St, Los Angeles, CA 90001"
254416,iPhone,1, $700.00 ,9/19/2019,"529 Main St, New York City, NY 10001"
254417,AAA Batteries (4-pack),1, $2.99 ,9/19/2012,"906 Lake St, New York City, NY 10001"
254418,27in FHD Monitor,1, $149.99 ,9/19/2013,"954 Lakeview St, Austin, TX 73301"
254419,AA Batteries (4-pack),1, $3.84 ,9/19/2028,"111 Spruce St, New York City, NY 10001"
254420,27in 4K Gaming Monitor,1, $389.99 ,9/19/2030,"229 Cherry St, Boston, MA 02215"
254421,Apple Airpods Headphones,1, $150.00 ,9/19/2008,"424 Wilson St, Atlanta, GA 30301"
254422,Wired Headphones,1, $11.99 ,9/19/2014,"608 Washington St, Dallas, TX 75001"
254423,USB-C Charging Cable,1, $11.95 ,9/19/2005,"621 Elm St, Austin, TX 73301"
254424,Apple Airpods Headphones,1, $150.00 ,9/19/2006,"57 Walnut St, Austin, TX 73301"
254425,Lightning Charging Cable,1, $14.95 ,9/19/2018,"497 Cherry St, New York City, NY 10001"
254426,Lightning Charging Cable,1, $14.95 ,9/19/2010,"705 South St, Los Angeles, CA 90001"
254427,USB-C Charging Cable,2, $11.95 ,9/19/2015,"434 Park St, Austin, TX 73301"
254428,USB-C Charging Cable,2, $11.95 ,9/19/2016,"77 Hill St, San Francisco, CA 94016"
254429,ThinkPad Laptop,1, $999.99 ,9/19/2002,"488 Church St, Los Angeles, CA 90001"
254430,AA Batteries (4-pack),1, $3.84 ,9/19/2009,"24 River St, San Francisco, CA 94016"
254431,Lightning Charging Cable,1, $14.95 ,9/19/2029,"957 8th St, Los Angeles, CA 90001"
254432,Lightning Charging Cable,1, $14.95 ,9/19/2018,"329 Elm St, Los Angeles, CA 90001"
254433,27in FHD Monitor,1, $149.99 ,9/19/2001,"244 Adams St, Austin, TX 73301"
254434,Lightning Charging Cable,1, $14.95 ,9/19/2013,"255 Lincoln St, Portland, OR 97035"
254435,Bose SoundSport Headphones,1, $99.99 ,9/19/2001,"368 Highland St, San Francisco, CA 94016"
254435,Flatscreen TV,1, $300.00 ,9/19/2001,"368 Highland St, San Francisco, CA 94016"
254436,AAA Batteries (4-pack),1, $2.99 ,9/19/2011,"724 Madison St, San Francisco, CA 94016"
254437,Lightning Charging Cable,1, $14.95 ,9/19/2023,"351 Hill St, Boston, MA 02215"
254438,27in 4K Gaming Monitor,1, $389.99 ,9/19/2014,"449 Willow St, Atlanta, GA 30301"
254439,AAA Batteries (4-pack),1, $2.99 ,9/19/2010,"363 Willow St, San Francisco, CA 94016"
254440,AA Batteries (4-pack),2, $3.84 ,9/19/2016,"173 Madison St, San Francisco, CA 94016"
254441,Apple Airpods Headphones,1, $150.00 ,9/19/2010,"519 2nd St, New York City, NY 10001"
254442,ThinkPad Laptop,1, $999.99 ,9/19/2026,"801 1st St, San Francisco, CA 94016"
254443,Wired Headphones,1, $11.99 ,9/19/2001,"299 Chestnut St, San Francisco, CA 94016"
254444,USB-C Charging Cable,1, $11.95 ,9/19/2011,"217 Lake St, New York City, NY 10001"
254445,USB-C Charging Cable,1, $11.95 ,9/19/2021,"723 Cherry St, San Francisco, CA 94016"
254446,Bose SoundSport Headphones,1, $99.99 ,9/19/2025,"90 Meadow St, Los Angeles, CA 90001"
254447,Bose SoundSport Headphones,1, $99.99 ,9/19/2024,"982 Chestnut St, Portland, OR 97035"
254448,iPhone,1, $700.00 ,9/19/2030,"949 12th St, San Francisco, CA 94016"
254449,AAA Batteries (4-pack),2, $2.99 ,9/19/2029,"447 12th St, Atlanta, GA 30301"
254450,AA Batteries (4-pack),2, $3.84 ,9/19/2017,"500 Madison St, New York City, NY 10001"
254451,Lightning Charging Cable,1, $14.95 ,9/19/2030,"791 Chestnut St, Boston, MA 02215"
254452,AAA Batteries (4-pack),1, $2.99 ,9/19/2006,"147 Meadow St, San Francisco, CA 94016"
254453,Bose SoundSport Headphones,1, $99.99 ,9/19/2016,"189 West St, Atlanta, GA 30301"
254454,AA Batteries (4-pack),1, $3.84 ,9/19/2018,"296 2nd St, Los Angeles, CA 90001"
254455,ThinkPad Laptop,1, $999.99 ,9/19/2015,"585 Sunset St, New York City, NY 10001"
254455,Bose SoundSport Headphones,1, $99.99 ,9/19/2015,"585 Sunset St, New York City, NY 10001"
254456,Google Phone,1, $600.00 ,9/19/2021,"880 8th St, Los Angeles, CA 90001"
254457,Lightning Charging Cable,1, $14.95 ,9/19/2025,"677 Main St, Austin, TX 73301"
254458,Macbook Pro Laptop,1," $1,700.00 ",9/19/2003,"607 Elm St, Los Angeles, CA 90001"
254459,ThinkPad Laptop,1, $999.99 ,9/19/2029,"105 Center St, Los Angeles, CA 90001"
254460,iPhone,1, $700.00 ,9/19/2026,"208 Lincoln St, Los Angeles, CA 90001"
254461,USB-C Charging Cable,1, $11.95 ,9/19/2001,"904 North St, Seattle, WA 98101"
254462,USB-C Charging Cable,1, $11.95 ,9/19/2016,"95 8th St, San Francisco, CA 94016"
254463,AAA Batteries (4-pack),1, $2.99 ,9/19/2010,"418 14th St, San Francisco, CA 94016"
254464,Wired Headphones,1, $11.99 ,9/19/2001,"181 Lakeview St, Boston, MA 02215"
254465,AAA Batteries (4-pack),1, $2.99 ,9/19/2012,"27 Lake St, San Francisco, CA 94016"
254466,Lightning Charging Cable,1, $14.95 ,9/19/2021,"767 Highland St, Los Angeles, CA 90001"
254467,AAA Batteries (4-pack),2, $2.99 ,9/19/2023,"752 Jackson St, Dallas, TX 75001"
254468,AA Batteries (4-pack),1, $3.84 ,9/19/2030,"195 4th St, Seattle, WA 98101"
254469,AA Batteries (4-pack),1, $3.84 ,9/19/2022,"782 Church St, Los Angeles, CA 90001"
254470,Bose SoundSport Headphones,1, $99.99 ,9/19/2007,"575 5th St, New York City, NY 10001"
254471,AA Batteries (4-pack),1, $3.84 ,9/19/2006,"801 Sunset St, San Francisco, CA 94016"
254472,Wired Headphones,1, $11.99 ,9/19/2012,"1 Elm St, San Francisco, CA 94016"
254473,Wired Headphones,1, $11.99 ,9/19/2027,"265 Willow St, Los Angeles, CA 90001"
254474,AA Batteries (4-pack),2, $3.84 ,9/19/2013,"822 West St, San Francisco, CA 94016"
254475,USB-C Charging Cable,1, $11.95 ,9/19/2018,"272 4th St, San Francisco, CA 94016"
254476,AA Batteries (4-pack),1, $3.84 ,9/19/2014,"374 4th St, Los Angeles, CA 90001"
254477,iPhone,2, $700.00 ,9/19/2012,"627 Sunset St, Boston, MA 02215"
254478,Bose SoundSport Headphones,1, $99.99 ,9/19/2021,"613 Spruce St, New York City, NY 10001"
254479,AA Batteries (4-pack),2, $3.84 ,9/19/2026,"11 Cedar St, Atlanta, GA 30301"
254480,Google Phone,1, $600.00 ,9/19/2024,"933 River St, Los Angeles, CA 90001"
254481,Wired Headphones,2, $11.99 ,9/19/2004,"48 Ridge St, Austin, TX 73301"
254482,AAA Batteries (4-pack),1, $2.99 ,9/19/2018,"400 Ridge St, Dallas, TX 75001"
254483,Lightning Charging Cable,1, $14.95 ,9/19/2028,"163 Spruce St, Atlanta, GA 30301"
254484,Bose SoundSport Headphones,1, $99.99 ,9/19/2027,"441 Ridge St, Seattle, WA 98101"
254485,Lightning Charging Cable,1, $14.95 ,9/19/2030,"119 Willow St, New York City, NY 10001"
254486,Lightning Charging Cable,1, $14.95 ,9/19/2020,"73 Center St, Portland, OR 97035"
254487,USB-C Charging Cable,1, $11.95 ,9/19/2012,"805 Adams St, San Francisco, CA 94016"
254488,20in Monitor,1, $109.99 ,9/19/2009,"735 9th St, Dallas, TX 75001"
254489,USB-C Charging Cable,1, $11.95 ,9/19/2028,"934 Cedar St, Los Angeles, CA 90001"
254489,AAA Batteries (4-pack),1, $2.99 ,9/19/2028,"934 Cedar St, Los Angeles, CA 90001"
254490,Macbook Pro Laptop,1," $1,700.00 ",9/19/2025,"978 14th St, New York City, NY 10001"
254491,Google Phone,1, $600.00 ,9/19/2019,"826 Chestnut St, Dallas, TX 75001"
254492,Apple Airpods Headphones,1, $150.00 ,9/19/2018,"721 Lincoln St, San Francisco, CA 94016"
254493,Bose SoundSport Headphones,1, $99.99 ,9/19/2004,"958 Dogwood St, San Francisco, CA 94016"
254494,AAA Batteries (4-pack),1, $2.99 ,9/19/2014,"894 11th St, Boston, MA 02215"
254495,27in FHD Monitor,1, $149.99 ,9/19/2029,"774 Chestnut St, Boston, MA 02215"
254496,Apple Airpods Headphones,1, $150.00 ,9/19/2022,"678 Park St, San Francisco, CA 94016"
254497,AA Batteries (4-pack),1, $3.84 ,9/19/2004,"213 Elm St, San Francisco, CA 94016"
254498,USB-C Charging Cable,1, $11.95 ,9/19/2009,"22 Sunset St, Los Angeles, CA 90001"
254499,USB-C Charging Cable,1, $11.95 ,9/19/2012,"754 9th St, San Francisco, CA 94016"
254500,USB-C Charging Cable,1, $11.95 ,9/19/2002,"573 Walnut St, New York City, NY 10001"
254501,Bose SoundSport Headphones,1, $99.99 ,9/19/2008,"914 7th St, San Francisco, CA 94016"
254502,AAA Batteries (4-pack),1, $2.99 ,9/19/2023,"406 4th St, New York City, NY 10001"
254503,Wired Headphones,1, $11.99 ,9/19/2021,"194 Willow St, Dallas, TX 75001"
254504,Macbook Pro Laptop,1," $1,700.00 ",9/19/2025,"49 7th St, Los Angeles, CA 90001"
254505,iPhone,1, $700.00 ,9/19/2018,"423 Maple St, Atlanta, GA 30301"
254506,AA Batteries (4-pack),2, $3.84 ,9/19/2006,"865 Hill St, New York City, NY 10001"
254507,Lightning Charging Cable,1, $14.95 ,9/19/2007,"790 Lake St, San Francisco, CA 94016"
254508,AAA Batteries (4-pack),1, $2.99 ,9/19/2022,"793 Washington St, Seattle, WA 98101"
254509,AA Batteries (4-pack),1, $3.84 ,9/19/2014,"593 Meadow St, Atlanta, GA 30301"
254510,Apple Airpods Headphones,1, $150.00 ,9/19/2004,"251 Church St, San Francisco, CA 94016"
254511,Apple Airpods Headphones,1, $150.00 ,9/19/2014,"520 Meadow St, Austin, TX 73301"
254512,USB-C Charging Cable,1, $11.95 ,9/19/2011,"546 Dogwood St, Boston, MA 02215"
254513,Macbook Pro Laptop,1," $1,700.00 ",9/19/2008,"723 Lake St, Boston, MA 02215"
254514,Wired Headphones,1, $11.99 ,9/19/2009,"247 1st St, New York City, NY 10001"
254515,Bose SoundSport Headphones,1, $99.99 ,9/19/2017,"261 Cherry St, San Francisco, CA 94016"
254516,AA Batteries (4-pack),1, $3.84 ,9/19/2023,"325 Center St, Portland, ME 04101"
254517,AA Batteries (4-pack),1, $3.84 ,9/19/2027,"724 5th St, Austin, TX 73301"
254518,AAA Batteries (4-pack),2, $2.99 ,9/19/2005,"852 Madison St, Portland, OR 97035"
254519,34in Ultrawide Monitor,1, $379.99 ,9/19/2004,"488 Church St, Boston, MA 02215"
254520,AAA Batteries (4-pack),1, $2.99 ,9/19/2022,"494 9th St, San Francisco, CA 94016"
254521,AA Batteries (4-pack),1, $3.84 ,9/19/2029,"850 Chestnut St, Dallas, TX 75001"
254522,ThinkPad Laptop,1, $999.99 ,9/19/2026,"596 Lincoln St, New York City, NY 10001"
254523,Lightning Charging Cable,1, $14.95 ,9/19/2010,"259 11th St, San Francisco, CA 94016"
254524,AAA Batteries (4-pack),1, $2.99 ,9/19/2026,"935 Washington St, Boston, MA 02215"
254525,27in FHD Monitor,1, $149.99 ,9/19/2002,"585 11th St, Portland, OR 97035"
254526,USB-C Charging Cable,1, $11.95 ,9/19/2029,"626 6th St, Los Angeles, CA 90001"
254527,34in Ultrawide Monitor,1, $379.99 ,9/19/2028,"421 Ridge St, New York City, NY 10001"
254528,AAA Batteries (4-pack),2, $2.99 ,9/19/2014,"142 Pine St, Seattle, WA 98101"
254529,AAA Batteries (4-pack),1, $2.99 ,9/19/2016,"517 Lincoln St, Seattle, WA 98101"
254530,USB-C Charging Cable,1, $11.95 ,9/19/2025,"735 Madison St, Los Angeles, CA 90001"
254531,LG Washing Machine,1, $600.00 ,9/19/2010,"448 Elm St, New York City, NY 10001"
254532,34in Ultrawide Monitor,1, $379.99 ,9/19/2025,"252 Spruce St, Dallas, TX 75001"
254533,Apple Airpods Headphones,1, $150.00 ,9/19/2016,"740 Jefferson St, Seattle, WA 98101"
254534,Wired Headphones,1, $11.99 ,9/19/2019,"686 Sunset St, Portland, OR 97035"
254535,Apple Airpods Headphones,1, $150.00 ,9/19/2024,"643 North St, San Francisco, CA 94016"
254536,27in FHD Monitor,2, $149.99 ,9/19/2028,"195 6th St, Boston, MA 02215"
254537,Wired Headphones,1, $11.99 ,9/19/2026,"252 Wilson St, San Francisco, CA 94016"
254538,AA Batteries (4-pack),1, $3.84 ,9/19/2015,"151 6th St, San Francisco, CA 94016"
254539,USB-C Charging Cable,2, $11.95 ,9/19/2015,"37 Main St, Atlanta, GA 30301"
254540,Apple Airpods Headphones,1, $150.00 ,9/19/2028,"871 Lakeview St, San Francisco, CA 94016"
254541,Lightning Charging Cable,1, $14.95 ,9/19/2011,"876 Ridge St, San Francisco, CA 94016"
254542,ThinkPad Laptop,1, $999.99 ,9/19/2014,"481 Johnson St, Los Angeles, CA 90001"
254543,Lightning Charging Cable,1, $14.95 ,9/19/2021,"374 13th St, Austin, TX 73301"
254544,AAA Batteries (4-pack),2, $2.99 ,9/19/2014,"728 Forest St, San Francisco, CA 94016"
254545,Apple Airpods Headphones,1, $150.00 ,9/19/2006,"403 Main St, Boston, MA 02215"
254546,27in 4K Gaming Monitor,1, $389.99 ,9/19/2028,"935 Jefferson St, San Francisco, CA 94016"
254547,Wired Headphones,1, $11.99 ,9/19/2023,"953 Hill St, San Francisco, CA 94016"
254548,Wired Headphones,1, $11.99 ,9/19/2011,"937 14th St, Dallas, TX 75001"
254549,AAA Batteries (4-pack),2, $2.99 ,9/19/2028,"169 6th St, Seattle, WA 98101"
254550,Lightning Charging Cable,1, $14.95 ,9/19/2006,"171 Hickory St, San Francisco, CA 94016"
254551,Wired Headphones,1, $11.99 ,9/19/2028,"900 Hickory St, Austin, TX 73301"
254552,USB-C Charging Cable,1, $11.95 ,9/19/2023,"411 11th St, Dallas, TX 75001"
254553,Apple Airpods Headphones,1, $150.00 ,9/19/2015,"688 Jefferson St, New York City, NY 10001"
254554,Google Phone,1, $600.00 ,9/19/2025,"462 Willow St, San Francisco, CA 94016"
254554,Bose SoundSport Headphones,1, $99.99 ,9/19/2025,"462 Willow St, San Francisco, CA 94016"
254555,20in Monitor,1, $109.99 ,9/19/2018,"722 Chestnut St, San Francisco, CA 94016"
254556,Lightning Charging Cable,1, $14.95 ,9/19/2017,"625 Walnut St, Atlanta, GA 30301"
254557,Apple Airpods Headphones,1, $150.00 ,9/19/2027,"53 Adams St, Los Angeles, CA 90001"
254558,Flatscreen TV,1, $300.00 ,9/19/2009,"866 8th St, New York City, NY 10001"
254559,USB-C Charging Cable,1, $11.95 ,9/19/2013,"409 River St, New York City, NY 10001"
254560,Lightning Charging Cable,1, $14.95 ,9/19/2010,"549 Chestnut St, Los Angeles, CA 90001"
254561,27in 4K Gaming Monitor,1, $389.99 ,9/19/2004,"947 11th St, Boston, MA 02215"
254562,AAA Batteries (4-pack),1, $2.99 ,9/19/2007,"395 6th St, Los Angeles, CA 90001"
254562,USB-C Charging Cable,1, $11.95 ,9/19/2007,"395 6th St, Los Angeles, CA 90001"
254563,Wired Headphones,1, $11.99 ,9/19/2015,"188 Johnson St, New York City, NY 10001"
254564,Apple Airpods Headphones,1, $150.00 ,9/19/2011,"230 Hickory St, Boston, MA 02215"
254565,Lightning Charging Cable,1, $14.95 ,9/19/2017,"426 12th St, Los Angeles, CA 90001"
254566,USB-C Charging Cable,1, $11.95 ,9/19/2017,"370 Park St, Boston, MA 02215"
254567,Lightning Charging Cable,1, $14.95 ,9/19/2008,"629 Dogwood St, Los Angeles, CA 90001"
254568,USB-C Charging Cable,1, $11.95 ,9/19/2028,"912 Hill St, San Francisco, CA 94016"
254569,AA Batteries (4-pack),2, $3.84 ,9/19/2008,"564 Willow St, New York City, NY 10001"
254570,AA Batteries (4-pack),1, $3.84 ,9/19/2018,"131 River St, Los Angeles, CA 90001"
254571,Google Phone,1, $600.00 ,9/19/2012,"720 Ridge St, Los Angeles, CA 90001"
254572,USB-C Charging Cable,2, $11.95 ,9/19/2007,"478 Center St, San Francisco, CA 94016"
254573,USB-C Charging Cable,1, $11.95 ,9/19/2024,"892 Jackson St, Los Angeles, CA 90001"
254574,USB-C Charging Cable,1, $11.95 ,9/19/2010,"606 11th St, Boston, MA 02215"
254575,Lightning Charging Cable,2, $14.95 ,9/19/2011,"847 Elm St, San Francisco, CA 94016"
254576,Wired Headphones,1, $11.99 ,9/19/2028,"457 9th St, Seattle, WA 98101"
254577,Wired Headphones,1, $11.99 ,9/19/2022,"862 Park St, Atlanta, GA 30301"
254578,AAA Batteries (4-pack),1, $2.99 ,9/19/2005,"634 Maple St, Austin, TX 73301"
254579,AA Batteries (4-pack),1, $3.84 ,9/19/2012,"918 Ridge St, Atlanta, GA 30301"
254579,Apple Airpods Headphones,1, $150.00 ,9/19/2012,"918 Ridge St, Atlanta, GA 30301"
254580,Wired Headphones,1, $11.99 ,9/19/2005,"903 Lincoln St, Atlanta, GA 30301"
254581,AAA Batteries (4-pack),1, $2.99 ,9/19/2018,"568 River St, Portland, OR 97035"
254582,USB-C Charging Cable,1, $11.95 ,9/19/2024,"588 Lake St, Dallas, TX 75001"
254583,USB-C Charging Cable,1, $11.95 ,9/19/2017,"700 11th St, Austin, TX 73301"
